Palabra,Frecuencia,Archivo
review,3,CP26-1 UNFCC
remains,14,CP26-1 UNFCC
product,3,CP26-1 UNFCC
external,3,CP26-1 UNFCC
challeng,15,CP26-1 UNFCC
limitations,2,CP26-1 UNFCC
along,1,CP26-1 UNFCC
compiled,4,CP26-1 UNFCC
previou,9,CP26-1 UNFCC
reports,64,CP26-1 UNFCC
wherar,18,CP26-1 UNFCC
applicable,1,CP26-1 UNFCC
due,9,CP26-1 UNFCC
diligence,1,CP26-1 UNFCC
undertaken,2,CP26-1 UNFCC
best,4,CP26-1 UNFCC
most,27,CP26-1 UNFCC
credible,1,CP26-1 UNFCC
compiling,2,CP26-1 UNFCC
estimat,20,CP26-1 UNFCC
have,63,CP26-1 UNFCC
madir,6,CP26-1 UNFCC
ensurar,3,CP26-1 UNFCC
they,6,CP26-1 UNFCC
based,11,CP26-1 UNFCC
convergence,2,CP26-1 UNFCC
identified,34,CP26-1 UNFCC
avoid,5,CP26-1 UNFCC
double,6,CP26-1 UNFCC
counting,5,CP26-1 UNFCC
focusing,6,CP26-1 UNFCC
primary,3,CP26-1 UNFCC
which,35,CP26-1 UNFCC
is,59,CP26-1 UNFCC
item,1,CP26-1 UNFCC
or,80,CP26-1 UNFCC
activity,8,CP26-1 UNFCC
were,25,CP26-1 UNFCC
nevertheless,3,CP26-1 UNFCC
encountered,2,CP26-1 UNFCC
collecting,4,CP26-1 UNFCC
aggregating,7,CP26-1 UNFCC
analysing,3,CP26-1 UNFCC
uncertainty,2,CP26-1 UNFCC
uncertainti,3,CP26-1 UNFCC
associated,5,CP26-1 UNFCC
each,6,CP26-1 UNFCC
source,4,CP26-1 UNFCC
underlying,3,CP26-1 UNFCC
caús,1,CP26-1 UNFCC
persist,1,CP26-1 UNFCC
although,13,CP26-1 UNFCC
therir,12,CP26-1 UNFCC
some,25,CP26-1 UNFCC
improvements,6,CP26-1 UNFCC
relating,1,CP26-1 UNFCC
public,22,CP26-1 UNFCC
investment,45,CP26-1 UNFCC
result,6,CP26-1 UNFCC
lack,13,CP26-1 UNFCC
geographical,5,CP26-1 UNFCC
coverage,10,CP26-1 UNFCC
differenz,7,CP26-1 UNFCC
way,2,CP26-1 UNFCC
method,5,CP26-1 UNFCC
applied,5,CP26-1 UNFCC
significant,13,CP26-1 UNFCC
chang,2,CP26-1 UNFCC
estimating,4,CP26-1 UNFCC
energy,40,CP26-1 UNFCC
efficiency,9,CP26-1 UNFCC
sustainable,23,CP26-1 UNFCC
transport,6,CP26-1 UNFCC
over,12,CP26-1 UNFCC
time,16,CP26-1 UNFCC
arisir,1,CP26-1 UNFCC
transparency,6,CP26-1 UNFCC
determining,16,CP26-1 UNFCC
adaptation,69,CP26-1 UNFCC
assumptions,4,CP26-1 UNFCC
formula,1,CP26-1 UNFCC
attributing,1,CP26-1 UNFCC
classification,4,CP26-1 UNFCC
greir,9,CP26-1 UNFCC
incomplete,1,CP26-1 UNFCC
nonconcessional,1,CP26-1 UNFCC
gaps,21,CP26-1 UNFCC
sectors,18,CP26-1 UNFCC
remain,9,CP26-1 UNFCC
particularly,13,CP26-1 UNFCC
regard,2,CP26-1 UNFCC
resilience,16,CP26-1 UNFCC
while,20,CP26-1 UNFCC
incremental,6,CP26-1 UNFCC
improved,2,CP26-1 UNFCC
understanding,4,CP26-1 UNFCC
instrument,12,CP26-1 UNFCC
improve,2,CP26-1 UNFCC
electric,5,CP26-1 UNFCC
vehicles,4,CP26-1 UNFCC
charging,3,CP26-1 UNFCC
infrastructurir,13,CP26-1 UNFCC
however,19,CP26-1 UNFCC
highquality,1,CP26-1 UNFCC
agriculture,9,CP26-1 UNFCC
forestry,7,CP26-1 UNFCC
land,6,CP26-1 UNFCC
water,13,CP26-1 UNFCC
waste,4,CP26-1 UNFCC
lacking,1,CP26-1 UNFCC
specifically,3,CP26-1 UNFCC
contextspecific,3,CP26-1 UNFCC
difficult,5,CP26-1 UNFCC
compare,1,CP26-1 UNFCC
mitigation,51,CP26-1 UNFCC
more,26,CP26-1 UNFCC
work,8,CP26-1 UNFCC
needed,10,CP26-1 UNFCC
relation,6,CP26-1 UNFCC
common,18,CP26-1 UNFCC
interpretation,5,CP26-1 UNFCC
guidelín,7,CP26-1 UNFCC
what,7,CP26-1 UNFCC
qualifies,1,CP26-1 UNFCC
challenge,7,CP26-1 UNFCC
adequately,1,CP26-1 UNFCC
capturing,1,CP26-1 UNFCC
scope,9,CP26-1 UNFCC
depth,1,CP26-1 UNFCC
action,23,CP26-1 UNFCC
actorspecific,1,CP26-1 UNFCC
approach,24,CP26-1 UNFCC
adopted,2,CP26-1 UNFCC
opposed,2,CP26-1 UNFCC
asset,2,CP26-1 UNFCC
class,1,CP26-1 UNFCC
categori,3,CP26-1 UNFCC
order,5,CP26-1 UNFCC
capture,5,CP26-1 UNFCC
consider,6,CP26-1 UNFCC
align,8,CP26-1 UNFCC
goals,21,CP26-1 UNFCC
may,33,CP26-1 UNFCC
nonexhaustive,1,CP26-1 UNFCC
representation,5,CP26-1 UNFCC
across,35,CP26-1 UNFCC
geographic,5,CP26-1 UNFCC
area,11,CP26-1 UNFCC
obscure,1,CP26-1 UNFCC
multiple,4,CP26-1 UNFCC
givir,9,CP26-1 UNFCC
amount,11,CP26-1 UNFCC
considered,6,CP26-1 UNFCC
derived,5,CP26-1 UNFCC
member,1,CP26-1 UNFCC
coalitions,4,CP26-1 UNFCC
potential,5,CP26-1 UNFCC
benefit,3,CP26-1 UNFCC
network,2,CP26-1 UNFCC
effects,5,CP26-1 UNFCC
these,35,CP26-1 UNFCC
groups,4,CP26-1 UNFCC
limit,3,CP26-1 UNFCC
individual,4,CP26-1 UNFCC
cás,5,CP26-1 UNFCC
practacer,2,CP26-1 UNFCC
leading,1,CP26-1 UNFCC
exampl,1,CP26-1 UNFCC
furthermore,5,CP26-1 UNFCC
track,5,CP26-1 UNFCC
record,1,CP26-1 UNFCC
indepth,2,CP26-1 UNFCC
might,1,CP26-1 UNFCC
enable,3,CP26-1 UNFCC
thorough,1,CP26-1 UNFCC
therefore,8,CP26-1 UNFCC
relevance,2,CP26-1 UNFCC
achieving,14,CP26-1 UNFCC
abovir,6,CP26-1 UNFCC
need,9,CP26-1 UNFCC
taken,4,CP26-1 UNFCC
consideration,4,CP26-1 UNFCC
when,12,CP26-1 UNFCC
deriving,3,CP26-1 UNFCC
conclusions,1,CP26-1 UNFCC
policy,9,CP26-1 UNFCC
will,7,CP26-1 UNFCC
continue,5,CP26-1 UNFCC
contribute,2,CP26-1 UNFCC
progressivar,1,CP26-1 UNFCC
improvement,3,CP26-1 UNFCC
futurar,4,CP26-1 UNFCC
help,5,CP26-1 UNFCC
findings,3,CP26-1 UNFCC
observed,3,CP26-1 UNFCC
progress,4,CP26-1 UNFCC
regarding,2,CP26-1 UNFCC
br,1,CP26-1 UNFCC
tabular,2,CP26-1 UNFCC
format,3,CP26-1 UNFCC
submissions,9,CP26-1 UNFCC
provision,4,CP26-1 UNFCC
qualitative,13,CP26-1 UNFCC
documentation,2,CP26-1 UNFCC
box,1,CP26-1 UNFCC
tabl,1,CP26-1 UNFCC
brs,5,CP26-1 UNFCC
onir,8,CP26-1 UNFCC
relat,3,CP26-1 UNFCC
type,9,CP26-1 UNFCC
only,9,CP26-1 UNFCC
crosscutting,8,CP26-1 UNFCC
typ,17,CP26-1 UNFCC
sectorbased,2,CP26-1 UNFCC
owing,7,CP26-1 UNFCC
functionality,1,CP26-1 UNFCC
system,5,CP26-1 UNFCC
allow,2,CP26-1 UNFCC
several,7,CP26-1 UNFCC
referred,8,CP26-1 UNFCC
ongoing,1,CP26-1 UNFCC
mobilized,3,CP26-1 UNFCC
interventions,3,CP26-1 UNFCC
granularity,3,CP26-1 UNFCC
received,11,CP26-1 UNFCC
bur,19,CP26-1 UNFCC
nineteen,1,CP26-1 UNFCC
submitted,14,CP26-1 UNFCC
further,13,CP26-1 UNFCC
submitting,1,CP26-1 UNFCC
second,3,CP26-1 UNFCC
third,2,CP26-1 UNFCC
proportion,2,CP26-1 UNFCC
includir,23,CP26-1 UNFCC
approximately,4,CP26-1 UNFCC
per,54,CP26-1 UNFCC
cent,52,CP26-1 UNFCC
quantitativir,10,CP26-1 UNFCC
project,11,CP26-1 UNFCC
many,9,CP26-1 UNFCC
periods,1,CP26-1 UNFCC
reported,16,CP26-1 UNFCC
included,23,CP26-1 UNFCC
additional,2,CP26-1 UNFCC
whether,4,CP26-1 UNFCC
linked,6,CP26-1 UNFCC
capacitybuilding,10,CP26-1 UNFCC
technology,17,CP26-1 UNFCC
transfer,8,CP26-1 UNFCC
availability,11,CP26-1 UNFCC
increasing,6,CP26-1 UNFCC
establishing,1,CP26-1 UNFCC
budget,4,CP26-1 UNFCC
tagging,1,CP26-1 UNFCC
systems,10,CP26-1 UNFCC
notable,2,CP26-1 UNFCC
issuance,1,CP26-1 UNFCC
sovereign,1,CP26-1 UNFCC
bonds,2,CP26-1 UNFCC
incentivizing,1,CP26-1 UNFCC
establishment,3,CP26-1 UNFCC
regular,1,CP26-1 UNFCC
both,13,CP26-1 UNFCC
building,6,CP26-1 UNFCC
cpeirs,1,CP26-1 UNFCC
thirteen,1,CP26-1 UNFCC
five,1,CP26-1 UNFCC
expenditur,1,CP26-1 UNFCC
usd,73,CP26-1 UNFCC
billion,56,CP26-1 UNFCC
chap,7,CP26-1 UNFCC
iiib,1,CP26-1 UNFCC
generally,1,CP26-1 UNFCC
reflect,4,CP26-1 UNFCC
differ,3,CP26-1 UNFCC
detail,6,CP26-1 UNFCC
sectorspecific,2,CP26-1 UNFCC
certain,2,CP26-1 UNFCC
evolved,1,CP26-1 UNFCC
mdb,4,CP26-1 UNFCC
list,1,CP26-1 UNFCC
stations,1,CP26-1 UNFCC
hydrogen,1,CP26-1 UNFCC
biofuel,1,CP26-1 UNFCC
fuelling,1,CP26-1 UNFCC
resourcir,3,CP26-1 UNFCC
aquaculturir,2,CP26-1 UNFCC
integrated,3,CP26-1 UNFCC
adjustment,1,CP26-1 UNFCC
eligibility,1,CP26-1 UNFCC
harmonize,1,CP26-1 UNFCC
lists,3,CP26-1 UNFCC
served,1,CP26-1 UNFCC
part,8,CP26-1 UNFCC
inform,1,CP26-1 UNFCC
climatealigned,1,CP26-1 UNFCC
taxonomi,4,CP26-1 UNFCC
bond,2,CP26-1 UNFCC
market,7,CP26-1 UNFCC
andor,4,CP26-1 UNFCC
regulatory,5,CP26-1 UNFCC
field,1,CP26-1 UNFCC
combat,1,CP26-1 UNFCC
greenwashing,3,CP26-1 UNFCC
promote,2,CP26-1 UNFCC
standardization,1,CP26-1 UNFCC
products,1,CP26-1 UNFCC
defining,2,CP26-1 UNFCC
broadly,1,CP26-1 UNFCC
inclusion,1,CP26-1 UNFCC
exclusion,1,CP26-1 UNFCC
define,1,CP26-1 UNFCC
car,15,CP26-1 UNFCC
vary,7,CP26-1 UNFCC
highlighted,2,CP26-1 UNFCC
viewsir,2,CP26-1 UNFCC
form,2,CP26-1 UNFCC
definition,6,CP26-1 UNFCC
noted,7,CP26-1 UNFCC
single,3,CP26-1 UNFCC
would,2,CP26-1 UNFCC
useful,2,CP26-1 UNFCC
should,6,CP26-1 UNFCC
broad,5,CP26-1 UNFCC
enough,1,CP26-1 UNFCC
cater,1,CP26-1 UNFCC
dynamic,1,CP26-1 UNFCC
evolving,1,CP26-1 UNFCC
naturir,7,CP26-1 UNFCC
variety,2,CP26-1 UNFCC
factors,5,CP26-1 UNFCC
ndcs,23,CP26-1 UNFCC
implementation,13,CP26-1 UNFCC
enhanced,2,CP26-1 UNFCC
framework,6,CP26-1 UNFCC
ways,3,CP26-1 UNFCC
knowledge,2,CP26-1 UNFCC
pointed,1,CP26-1 UNFCC
taxonomy,1,CP26-1 UNFCC
rather,7,CP26-1 UNFCC
thaber,23,CP26-1 UNFCC
outsidir,1,CP26-1 UNFCC
unfccc,19,CP26-1 UNFCC
within,11,CP26-1 UNFCC
frameworks,3,CP26-1 UNFCC
how,10,CP26-1 UNFCC
affects,2,CP26-1 UNFCC
ability,4,CP26-1 UNFCC
fulfilment,1,CP26-1 UNFCC
obligations,2,CP26-1 UNFCC
could,3,CP26-1 UNFCC
overall,16,CP26-1 UNFCC
highlighting,1,CP26-1 UNFCC
link,2,CP26-1 UNFCC
betwear,12,CP26-1 UNFCC
ultimately,2,CP26-1 UNFCC
achievement,2,CP26-1 UNFCC
objectiv,8,CP26-1 UNFCC
two,3,CP26-1 UNFCC
proposal,2,CP26-1 UNFCC
greater,11,CP26-1 UNFCC
either,4,CP26-1 UNFCC
principl,3,CP26-1 UNFCC
respons,1,CP26-1 UNFCC
questions,1,CP26-1 UNFCC
providir,14,CP26-1 UNFCC
outcom,5,CP26-1 UNFCC
financing,8,CP26-1 UNFCC
emerged,2,CP26-1 UNFCC
already,3,CP26-1 UNFCC
impacts,13,CP26-1 UNFCC
focu,8,CP26-1 UNFCC
rating,1,CP26-1 UNFCC
world,2,CP26-1 UNFCC
bank,4,CP26-1 UNFCC
metrics,6,CP26-1 UNFCC
idfc,2,CP26-1 UNFCC
contributors,3,CP26-1 UNFCC
similar,1,CP26-1 UNFCC
decision,4,CP26-1 UNFCC
point,8,CP26-1 UNFCC
overcome,3,CP26-1 UNFCC
boundary,1,CP26-1 UNFCC
comparability,2,CP26-1 UNFCC
stocks,4,CP26-1 UNFCC
service,2,CP26-1 UNFCC
tracked,3,CP26-1 UNFCC
secondary,1,CP26-1 UNFCC
eg,10,CP26-1 UNFCC
emissions,12,CP26-1 UNFCC
intensity,2,CP26-1 UNFCC
choiz,2,CP26-1 UNFCC
identifying,10,CP26-1 UNFCC
against,4,CP26-1 UNFCC
measured,2,CP26-1 UNFCC
chosen,1,CP26-1 UNFCC
relative,3,CP26-1 UNFCC
performance,1,CP26-1 UNFCC
measure,2,CP26-1 UNFCC
timescale,1,CP26-1 UNFCC
important,6,CP26-1 UNFCC
example,11,CP26-1 UNFCC
year,3,CP26-1 UNFCC
reviewing,1,CP26-1 UNFCC
economic,8,CP26-1 UNFCC
production,1,CP26-1 UNFCC
sal,1,CP26-1 UNFCC
purchasing,2,CP26-1 UNFCC
goods,1,CP26-1 UNFCC
policymaking,1,CP26-1 UNFCC
legislation,1,CP26-1 UNFCC
voluntary,3,CP26-1 UNFCC
standards,3,CP26-1 UNFCC
undertakes,1,CP26-1 UNFCC
achieved,4,CP26-1 UNFCC
go,2,CP26-1 UNFCC
realizing,1,CP26-1 UNFCC
during,7,CP26-1 UNFCC
higher,7,CP26-1 UNFCC
reaching,1,CP26-1 UNFCC
annual,15,CP26-1 UNFCC
average,16,CP26-1 UNFCC
significantly,2,CP26-1 UNFCC
results,3,CP26-1 UNFCC
renewable,18,CP26-1 UNFCC
energi,1,CP26-1 UNFCC
highbound,1,CP26-1 UNFCC
increased,5,CP26-1 UNFCC
growth,3,CP26-1 UNFCC
driven,2,CP26-1 UNFCC
largely,4,CP26-1 UNFCC
increasir,12,CP26-1 UNFCC
decreasing,1,CP26-1 UNFCC
costs,24,CP26-1 UNFCC
decline,2,CP26-1 UNFCC
primarily,3,CP26-1 UNFCC
slowdown,1,CP26-1 UNFCC
wind,4,CP26-1 UNFCC
solar,2,CP26-1 UNFCC
major,7,CP26-1 UNFCC
figure,23,CP26-1 UNFCC
breakdown,1,CP26-1 UNFCC
billions,2,CP26-1 UNFCC
stat,10,CP26-1 UNFCC
dollars,2,CP26-1 UNFCC
continued,5,CP26-1 UNFCC
decreás,1,CP26-1 UNFCC
mean,4,CP26-1 UNFCC
compared,16,CP26-1 UNFCC
decrear,4,CP26-1 UNFCC
photovoltaics,1,CP26-1 UNFCC
offshorar,1,CP26-1 UNFCC
onshorar,1,CP26-1 UNFCC
emphasizing,1,CP26-1 UNFCC
dollar,1,CP26-1 UNFCC
capacity,16,CP26-1 UNFCC
commissioned,1,CP26-1 UNFCC
previously,1,CP26-1 UNFCC
vehicle,2,CP26-1 UNFCC
municipal,1,CP26-1 UNFCC
possible,9,CP26-1 UNFCC
serie,1,CP26-1 UNFCC
retroactively,1,CP26-1 UNFCC
trend,3,CP26-1 UNFCC
comparisons,2,CP26-1 UNFCC
channels,7,CP26-1 UNFCC
october,2,CP26-1 UNFCC
amounted,12,CP26-1 UNFCC
represents,3,CP26-1 UNFCC
climatespecific,2,CP26-1 UNFCC
accounts,2,CP26-1 UNFCC
threir,3,CP26-1 UNFCC
fourths,1,CP26-1 UNFCC
comparable,5,CP26-1 UNFCC
specific,7,CP26-1 UNFCC
constitut,2,CP26-1 UNFCC
largest,4,CP26-1 UNFCC
share,7,CP26-1 UNFCC
grew,1,CP26-1 UNFCC
ratar,1,CP26-1 UNFCC
approved,4,CP26-1 UNFCC
projects,14,CP26-1 UNFCC
respectively,6,CP26-1 UNFCC
increás,3,CP26-1 UNFCC
approvals,4,CP26-1 UNFCC
gcf,6,CP26-1 UNFCC
board,1,CP26-1 UNFCC
gef,9,CP26-1 UNFCC
council,1,CP26-1 UNFCC
inflow,1,CP26-1 UNFCC
operating,7,CP26-1 UNFCC
seventh,1,CP26-1 UNFCC
replenishment,3,CP26-1 UNFCC
resulted,3,CP26-1 UNFCC
pledg,2,CP26-1 UNFCC
million,4,CP26-1 UNFCC
allocated,2,CP26-1 UNFCC
focal,6,CP26-1 UNFCC
areo,6,CP26-1 UNFCC
pledging,2,CP26-1 UNFCC
conference,4,CP26-1 UNFCC
initial,3,CP26-1 UNFCC
mobilization,1,CP26-1 UNFCC
annualized,1,CP26-1 UNFCC
value,4,CP26-1 UNFCC
discount,1,CP26-1 UNFCC
account,1,CP26-1 UNFCC
overlap,2,CP26-1 UNFCC
samir,8,CP26-1 UNFCC
valu,2,CP26-1 UNFCC
calculating,1,CP26-1 UNFCC
attributed,1,CP26-1 UNFCC
shar,4,CP26-1 UNFCC
multiplied,1,CP26-1 UNFCC
own,3,CP26-1 UNFCC
resourz,10,CP26-1 UNFCC
economi,4,CP26-1 UNFCC
attribution,1,CP26-1 UNFCC
calculated,1,CP26-1 UNFCC
destinations,1,CP26-1 UNFCC
recipients,2,CP26-1 UNFCC
lag,1,CP26-1 UNFCC
make,8,CP26-1 UNFCC
complete,1,CP26-1 UNFCC
had,2,CP26-1 UNFCC
december,1,CP26-1 UNFCC
starting,5,CP26-1 UNFCC
southsouth,2,CP26-1 UNFCC
growing,1,CP26-1 UNFCC
voluntarily,1,CP26-1 UNFCC
standardized,1,CP26-1 UNFCC
non,3,CP26-1 UNFCC
led,4,CP26-1 UNFCC
asiar,1,CP26-1 UNFCC
concessional,6,CP26-1 UNFCC
stagnated,1,CP26-1 UNFCC
remained,2,CP26-1 UNFCC
committed,3,CP26-1 UNFCC
all,18,CP26-1 UNFCC
noting,2,CP26-1 UNFCC
showing,1,CP26-1 UNFCC
littlir,2,CP26-1 UNFCC
movement,1,CP26-1 UNFCC
table,6,CP26-1 UNFCC
risir,4,CP26-1 UNFCC
contributing,2,CP26-1 UNFCC
complicat,1,CP26-1 UNFCC
obvious,1,CP26-1 UNFCC
allocat,1,CP26-1 UNFCC
category,1,CP26-1 UNFCC
do,4,CP26-1 UNFCC
so,3,CP26-1 UNFCC
programming,1,CP26-1 UNFCC
makes,1,CP26-1 UNFCC
scaling,2,CP26-1 UNFCC
balance,1,CP26-1 UNFCC
grants,4,CP26-1 UNFCC
accounted,2,CP26-1 UNFCC
facir,1,CP26-1 UNFCC
period,2,CP26-1 UNFCC
flowing,1,CP26-1 UNFCC
grantbased,1,CP26-1 UNFCC
figur,3,CP26-1 UNFCC
indicate,1,CP26-1 UNFCC
less,2,CP26-1 UNFCC
fund,19,CP26-1 UNFCC
taking,3,CP26-1 UNFCC
fully,1,CP26-1 UNFCC
added,1,CP26-1 UNFCC
brought,1,CP26-1 UNFCC
combining,1,CP26-1 UNFCC
capital,5,CP26-1 UNFCC
oftir,4,CP26-1 UNFCC
lead,5,CP26-1 UNFCC
innovation,2,CP26-1 UNFCC
characteristics,1,CP26-1 UNFCC
redda,1,CP26-1 UNFCC
cross,1,CP26-1 UNFCC
cutting,1,CP26-1 UNFCC
concession,1,CP26-1 UNFCC
loan,1,CP26-1 UNFCC
fundsb,1,CP26-1 UNFCC
financec,1,CP26-1 UNFCC
financed,1,CP26-1 UNFCC
note,4,CP26-1 UNFCC
commitment,12,CP26-1 UNFCC
encouraged,3,CP26-1 UNFCC
forest,10,CP26-1 UNFCC
undertaking,1,CP26-1 UNFCC
following,5,CP26-1 UNFCC
reducing,3,CP26-1 UNFCC
deforestation,3,CP26-1 UNFCC
degradation,2,CP26-1 UNFCC
conservation,1,CP26-1 UNFCC
carbon,7,CP26-1 UNFCC
management,11,CP26-1 UNFCC
forests,1,CP26-1 UNFCC
enhancement,2,CP26-1 UNFCC
smallholder,1,CP26-1 UNFCC
programme,4,CP26-1 UNFCC
bio,1,CP26-1 UNFCC
clear,2,CP26-1 UNFCC
partnership,3,CP26-1 UNFCC
facility,1,CP26-1 UNFCC
program,2,CP26-1 UNFCC
alliance,3,CP26-1 UNFCC
trust,3,CP26-1 UNFCC
least,6,CP26-1 UNFCC
readiness,5,CP26-1 UNFCC
pilot,1,CP26-1 UNFCC
special,4,CP26-1 UNFCC
collaborative,1,CP26-1 UNFCC
sourced,2,CP26-1 UNFCC
thematic,10,CP26-1 UNFCC
split,2,CP26-1 UNFCC
referring,1,CP26-1 UNFCC
section,5,CP26-1 UNFCC
refers,1,CP26-1 UNFCC
disaggregation,1,CP26-1 UNFCC
distribution,9,CP26-1 UNFCC
asia,3,CP26-1 UNFCC
beneficiary,1,CP26-1 UNFCC
region,15,CP26-1 UNFCC
funding,5,CP26-1 UNFCC
subsaharar,1,CP26-1 UNFCC
africo,7,CP26-1 UNFCC
followed,4,CP26-1 UNFCC
latin,7,CP26-1 UNFCC
americo,5,CP26-1 UNFCC
caribbear,7,CP26-1 UNFCC
remainder,1,CP26-1 UNFCC
going,1,CP26-1 UNFCC
middle,1,CP26-1 UNFCC
east,1,CP26-1 UNFCC
north,1,CP26-1 UNFCC
eastern,5,CP26-1 UNFCC
south,3,CP26-1 UNFCC
europe,1,CP26-1 UNFCC
ldcs,4,CP26-1 UNFCC
emphasizes,1,CP26-1 UNFCC
importance,4,CP26-1 UNFCC
scaledup,1,CP26-1 UNFCC
represented,3,CP26-1 UNFCC
targeting,1,CP26-1 UNFCC
fell,1,CP26-1 UNFCC
slightly,1,CP26-1 UNFCC
stable,1,CP26-1 UNFCC
channelled,1,CP26-1 UNFCC
spending,2,CP26-1 UNFCC
push,1,CP26-1 UNFCC
diversify,1,CP26-1 UNFCC
modaliti,1,CP26-1 UNFCC
survey,1,CP26-1 UNFCC
respondents,1,CP26-1 UNFCC
challenging,1,CP26-1 UNFCC
increasingly,2,CP26-1 UNFCC
able,1,CP26-1 UNFCC
meet,4,CP26-1 UNFCC
fiduciary,1,CP26-1 UNFCC
environmental,3,CP26-1 UNFCC
safeguards,1,CP26-1 UNFCC
requirements,3,CP26-1 UNFCC
accessing,1,CP26-1 UNFCC
show,3,CP26-1 UNFCC
number,26,CP26-1 UNFCC
accreditation,1,CP26-1 UNFCC
programmed,1,CP26-1 UNFCC
accredited,1,CP26-1 UNFCC
supports,1,CP26-1 UNFCC
necessarily,1,CP26-1 UNFCC
entails,1,CP26-1 UNFCC
recoveredir,1,CP26-1 UNFCC
mechanisms,5,CP26-1 UNFCC
administrativir,2,CP26-1 UNFCC
agency,8,CP26-1 UNFCC
fees,2,CP26-1 UNFCC
degreir,4,CP26-1 UNFCC
vari,3,CP26-1 UNFCC
delivery,1,CP26-1 UNFCC
models,5,CP26-1 UNFCC
spent,1,CP26-1 UNFCC
administration,3,CP26-1 UNFCC
entity,1,CP26-1 UNFCC
tended,1,CP26-1 UNFCC
streamline,1,CP26-1 UNFCC
disbursement,1,CP26-1 UNFCC
essential,1,CP26-1 UNFCC
retain,1,CP26-1 UNFCC
placir,2,CP26-1 UNFCC
must,4,CP26-1 UNFCC
balanced,1,CP26-1 UNFCC
abovementioned,1,CP26-1 UNFCC
strategic,3,CP26-1 UNFCC
long,3,CP26-1 UNFCC
recognized,2,CP26-1 UNFCC
programm,4,CP26-1 UNFCC
supporting,10,CP26-1 UNFCC
deliver,1,CP26-1 UNFCC
together,1,CP26-1 UNFCC
instead,2,CP26-1 UNFCC
incorporated,2,CP26-1 UNFCC
existing,9,CP26-1 UNFCC
enabling,3,CP26-1 UNFCC
reviews,1,CP26-1 UNFCC
endorsed,1,CP26-1 UNFCC
buildir,2,CP26-1 UNFCC
aspects,3,CP26-1 UNFCC
required,2,CP26-1 UNFCC
mobilize,1,CP26-1 UNFCC
end,2,CP26-1 UNFCC
critical,6,CP26-1 UNFCC
factor,1,CP26-1 UNFCC
concept,1,CP26-1 UNFCC
encompass,2,CP26-1 UNFCC
engagement,4,CP26-1 UNFCC
widir,3,CP26-1 UNFCC
stakeholders,10,CP26-1 UNFCC
being,5,CP26-1 UNFCC
articulated,5,CP26-1 UNFCC
date,2,CP26-1 UNFCC
sufficient,1,CP26-1 UNFCC
fram,3,CP26-1 UNFCC
accurate,2,CP26-1 UNFCC
ministri,6,CP26-1 UNFCC
planning,4,CP26-1 UNFCC
strengthening,3,CP26-1 UNFCC
engage,3,CP26-1 UNFCC
nationallevel,1,CP26-1 UNFCC
playing,1,CP26-1 UNFCC
monitoring,2,CP26-1 UNFCC
practiz,5,CP26-1 UNFCC
maturing,1,CP26-1 UNFCC
slowly,1,CP26-1 UNFCC
improving,1,CP26-1 UNFCC
joint,1,CP26-1 UNFCC
varied,2,CP26-1 UNFCC
reduction,2,CP26-1 UNFCC
metric,1,CP26-1 UNFCC
peoplir,1,CP26-1 UNFCC
accurately,1,CP26-1 UNFCC
quality,1,CP26-1 UNFCC
ie,5,CP26-1 UNFCC
presented,1,CP26-1 UNFCC
multitudir,1,CP26-1 UNFCC
varying,4,CP26-1 UNFCC
timescal,1,CP26-1 UNFCC
hard,1,CP26-1 UNFCC
verify,1,CP26-1 UNFCC
strengthened,1,CP26-1 UNFCC
gender,8,CP26-1 UNFCC
addressed,1,CP26-1 UNFCC
genderresponsive,3,CP26-1 UNFCC
likely,2,CP26-1 UNFCC
effective,3,CP26-1 UNFCC
efficient,2,CP26-1 UNFCC
front,1,CP26-1 UNFCC
runner,1,CP26-1 UNFCC
mainstreaming,1,CP26-1 UNFCC
considerations,3,CP26-1 UNFCC
governance,2,CP26-1 UNFCC
operations,2,CP26-1 UNFCC
now,1,CP26-1 UNFCC
mandatir,4,CP26-1 UNFCC
advanz,1,CP26-1 UNFCC
scarce,1,CP26-1 UNFCC
budgeting,2,CP26-1 UNFCC
suggesting,1,CP26-1 UNFCC
donir,1,CP26-1 UNFCC
integrating,1,CP26-1 UNFCC
ground,1,CP26-1 UNFCC
driver,3,CP26-1 UNFCC
consist,2,CP26-1 UNFCC
demand,1,CP26-1 UNFCC
supplysidir,1,CP26-1 UNFCC
target,5,CP26-1 UNFCC
played,1,CP26-1 UNFCC
fixed,2,CP26-1 UNFCC
priz,2,CP26-1 UNFCC
deployment,1,CP26-1 UNFCC
recently,2,CP26-1 UNFCC
incentiv,2,CP26-1 UNFCC
bans,1,CP26-1 UNFCC
salir,1,CP26-1 UNFCC
combustion,1,CP26-1 UNFCC
engine,1,CP26-1 UNFCC
term,4,CP26-1 UNFCC
environments,1,CP26-1 UNFCC
currency,1,CP26-1 UNFCC
stability,2,CP26-1 UNFCC
exchange,1,CP26-1 UNFCC
rat,1,CP26-1 UNFCC
polici,6,CP26-1 UNFCC
enforcement,1,CP26-1 UNFCC
contracts,1,CP26-1 UNFCC
maintenance,1,CP26-1 UNFCC
political,1,CP26-1 UNFCC
provir,1,CP26-1 UNFCC
plans,4,CP26-1 UNFCC
takes,1,CP26-1 UNFCC
